date,segment_id,asset_type,base_daily_hazard,grade3_defects_previous_90d,overdue_tasks_active,age_years,freight_density_class,monsoon_exposure,monsoon_month,grade3_cluster_multiplier,monsoon_multiplier,freight_age_multiplier,overdue_multiplier,total_hazard_multiplier,daily_failure_hazard
2024-09-14,SEG-038,Track,0.0007,0,0,37,High,Medium,1,1.0,1.5,2.0,1.0,4.35,0.003045
2024-09-14,SEG-039,S&T,0.0005,0,0,39,Medium,High,1,1.0,1.0,1.0,1.0,1.8125,0.0009062499999999999
2024-09-14,SEG-040,S&T,0.0005,0,0,28,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-14,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,1,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-09-14,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,1,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-09-14,SEG-043,Track,0.0007,0,0,45,Medium,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-14,SEG-044,Track,0.0007,0,0,24,Medium,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-14,SEG-045,S&T,0.0005,0,0,12,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-14,SEG-046,S&T,0.0005,0,0,40,High,High,1,1.0,1.0,2.0,1.0,4.35,0.002175
2024-09-14,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-14,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,1,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-09-14,SEG-049,Track,0.0007,0,0,16,Low,Medium,1,1.0,1.5,1.0,1.0,1.8,0.0012599999999999998
2024-09-14,SEG-050,Track,0.0007,0,0,21,Low,Medium,1,1.0,1.5,1.0,1.0,1.5,0.00105
2024-09-15,SEG-001,Track,0.0007,0,0,48,Low,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-15,SEG-002,Track,0.0007,0,0,42,Low,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-15,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-15,SEG-004,S&T,0.0005,0,0,25,Medium,High,1,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-09-15,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-15,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-15,SEG-007,Track,0.0007,0,0,32,High,Medium,1,1.0,1.5,2.0,1.0,4.35,0.003045
2024-09-15,SEG-008,Track,0.0007,0,0,20,Low,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-15,SEG-009,S&T,0.0005,0,0,22,High,Medium,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-15,SEG-010,S&T,0.0005,0,0,30,Medium,High,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-15,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-15,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,1,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-09-15,SEG-013,Track,0.0007,0,0,28,Medium,High,1,1.0,1.5,1.0,1.0,1.875,0.0013124999999999999
2024-09-15,SEG-014,Track,0.0007,0,0,21,Medium,High,1,1.0,1.5,1.0,1.0,1.875,0.0013124999999999999
2024-09-15,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-15,SEG-016,S&T,0.0005,0,0,31,Low,Medium,1,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-09-15,SEG-017,Traction/OHE,0.00055,0,0,15,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-15,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,1,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-09-15,SEG-019,Track,0.0007,0,0,15,Medium,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-15,SEG-020,Track,0.0007,0,0,35,Medium,Medium,1,1.0,1.5,1.0,1.0,2.175,0.0015225
2024-09-15,SEG-021,S&T,0.0005,0,0,19,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-15,SEG-022,S&T,0.0005,0,0,20,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-15,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-15,SEG-024,Traction/OHE,0.00055,0,0,27,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-15,SEG-025,Track,0.0007,0,0,12,Medium,Low,1,1.0,1.5,1.0,1.0,1.6875,0.00118125
2024-09-15,SEG-026,Track,0.0007,0,0,18,Low,Medium,1,1.0,1.5,1.0,1.0,1.8,0.0012599999999999998
2024-09-15,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-15,SEG-028,S&T,0.0005,0,0,36,Medium,Low,1,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-09-15,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-15,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-15,SEG-031,Track,0.0007,0,0,44,Medium,Medium,1,1.0,1.5,1.0,1.0,2.175,0.0015225
2024-09-15,SEG-032,Track,0.0007,0,0,35,Low,High,1,1.0,1.5,1.0,1.0,2.71875,0.0019031249999999999
2024-09-15,SEG-033,S&T,0.0005,0,0,14,Low,High,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-15,SEG-034,S&T,0.0005,0,0,42,Low,Low,1,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-09-15,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,1,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-09-15,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,1,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-09-15,SEG-037,Track,0.0007,0,0,21,Low,Low,1,1.0,1.5,1.0,1.0,2.025,0.0014175
2024-09-15,SEG-038,Track,0.0007,0,0,37,High,Medium,1,1.0,1.5,2.0,1.0,4.35,0.003045
2024-09-15,SEG-039,S&T,0.0005,0,0,39,Medium,High,1,1.0,1.0,1.0,1.0,1.8125,0.0009062499999999999
2024-09-15,SEG-040,S&T,0.0005,0,0,28,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-15,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,1,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-09-15,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,1,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-09-15,SEG-043,Track,0.0007,0,0,45,Medium,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-15,SEG-044,Track,0.0007,0,0,24,Medium,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-15,SEG-045,S&T,0.0005,0,0,12,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-15,SEG-046,S&T,0.0005,0,0,40,High,High,1,1.0,1.0,2.0,1.0,4.35,0.002175
2024-09-15,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-15,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,1,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-09-15,SEG-049,Track,0.0007,0,0,16,Low,Medium,1,1.0,1.5,1.0,1.0,1.8,0.0012599999999999998
2024-09-15,SEG-050,Track,0.0007,0,0,21,Low,Medium,1,1.0,1.5,1.0,1.0,1.5,0.00105
2024-09-16,SEG-001,Track,0.0007,0,0,48,Low,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-16,SEG-002,Track,0.0007,0,0,42,Low,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-16,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-16,SEG-004,S&T,0.0005,0,0,25,Medium,High,1,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-09-16,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-16,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-16,SEG-007,Track,0.0007,0,0,32,High,Medium,1,1.0,1.5,2.0,1.0,4.35,0.003045
2024-09-16,SEG-008,Track,0.0007,0,0,20,Low,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-16,SEG-009,S&T,0.0005,0,0,22,High,Medium,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-16,SEG-010,S&T,0.0005,0,0,30,Medium,High,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-16,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-16,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,1,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-09-16,SEG-013,Track,0.0007,0,0,28,Medium,High,1,1.0,1.5,1.0,1.0,1.875,0.0013124999999999999
2024-09-16,SEG-014,Track,0.0007,0,0,21,Medium,High,1,1.0,1.5,1.0,1.0,1.875,0.0013124999999999999
2024-09-16,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-16,SEG-016,S&T,0.0005,0,0,31,Low,Medium,1,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-09-16,SEG-017,Traction/OHE,0.00055,0,0,15,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-16,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,1,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-09-16,SEG-019,Track,0.0007,0,0,15,Medium,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-16,SEG-020,Track,0.0007,0,0,35,Medium,Medium,1,1.0,1.5,1.0,1.0,2.175,0.0015225
2024-09-16,SEG-021,S&T,0.0005,0,0,19,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-16,SEG-022,S&T,0.0005,0,0,20,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-16,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-16,SEG-024,Traction/OHE,0.00055,0,0,27,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-16,SEG-025,Track,0.0007,0,0,12,Medium,Low,1,1.0,1.5,1.0,1.0,1.6875,0.00118125
2024-09-16,SEG-026,Track,0.0007,0,0,18,Low,Medium,1,1.0,1.5,1.0,1.0,1.8,0.0012599999999999998
2024-09-16,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-16,SEG-028,S&T,0.0005,0,0,36,Medium,Low,1,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-09-16,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-16,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-16,SEG-031,Track,0.0007,0,0,44,Medium,Medium,1,1.0,1.5,1.0,1.0,2.175,0.0015225
2024-09-16,SEG-032,Track,0.0007,0,0,35,Low,High,1,1.0,1.5,1.0,1.0,2.71875,0.0019031249999999999
2024-09-16,SEG-033,S&T,0.0005,0,0,14,Low,High,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-16,SEG-034,S&T,0.0005,0,0,42,Low,Low,1,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-09-16,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,1,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-09-16,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,1,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-09-16,SEG-037,Track,0.0007,0,0,21,Low,Low,1,1.0,1.5,1.0,1.0,2.025,0.0014175
2024-09-16,SEG-038,Track,0.0007,0,0,37,High,Medium,1,1.0,1.5,2.0,1.0,4.35,0.003045
2024-09-16,SEG-039,S&T,0.0005,0,0,39,Medium,High,1,1.0,1.0,1.0,1.0,1.8125,0.0009062499999999999
2024-09-16,SEG-040,S&T,0.0005,0,0,28,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-16,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,1,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-09-16,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,1,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-09-16,SEG-043,Track,0.0007,0,0,45,Medium,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-16,SEG-044,Track,0.0007,0,0,24,Medium,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-16,SEG-045,S&T,0.0005,0,0,12,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-16,SEG-046,S&T,0.0005,0,0,40,High,High,1,1.0,1.0,2.0,1.0,4.35,0.002175
2024-09-16,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-16,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,1,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-09-16,SEG-049,Track,0.0007,0,0,16,Low,Medium,1,1.0,1.5,1.0,1.0,1.8,0.0012599999999999998
2024-09-16,SEG-050,Track,0.0007,0,0,21,Low,Medium,1,1.0,1.5,1.0,1.0,1.5,0.00105
2024-09-17,SEG-001,Track,0.0007,0,0,48,Low,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-17,SEG-002,Track,0.0007,0,0,42,Low,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-17,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-17,SEG-004,S&T,0.0005,0,0,25,Medium,High,1,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-09-17,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-17,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-17,SEG-007,Track,0.0007,0,0,32,High,Medium,1,1.0,1.5,2.0,1.0,4.35,0.003045
2024-09-17,SEG-008,Track,0.0007,0,0,20,Low,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-17,SEG-009,S&T,0.0005,0,0,22,High,Medium,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-17,SEG-010,S&T,0.0005,0,0,30,Medium,High,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-17,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-17,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,1,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-09-17,SEG-013,Track,0.0007,0,0,28,Medium,High,1,1.0,1.5,1.0,1.0,1.875,0.0013124999999999999
2024-09-17,SEG-014,Track,0.0007,0,0,21,Medium,High,1,1.0,1.5,1.0,1.0,1.875,0.0013124999999999999
2024-09-17,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-17,SEG-016,S&T,0.0005,0,0,31,Low,Medium,1,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-09-17,SEG-017,Traction/OHE,0.00055,0,0,15,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-17,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,1,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-09-17,SEG-019,Track,0.0007,0,0,15,Medium,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-17,SEG-020,Track,0.0007,0,0,35,Medium,Medium,1,1.0,1.5,1.0,1.0,2.175,0.0015225
2024-09-17,SEG-021,S&T,0.0005,0,0,19,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-17,SEG-022,S&T,0.0005,0,0,20,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-17,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-17,SEG-024,Traction/OHE,0.00055,0,0,27,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-17,SEG-025,Track,0.0007,0,0,12,Medium,Low,1,1.0,1.5,1.0,1.0,1.6875,0.00118125
2024-09-17,SEG-026,Track,0.0007,0,0,18,Low,Medium,1,1.0,1.5,1.0,1.0,1.8,0.0012599999999999998
2024-09-17,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-17,SEG-028,S&T,0.0005,0,0,36,Medium,Low,1,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-09-17,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-17,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-17,SEG-031,Track,0.0007,0,0,44,Medium,Medium,1,1.0,1.5,1.0,1.0,2.175,0.0015225
2024-09-17,SEG-032,Track,0.0007,0,0,35,Low,High,1,1.0,1.5,1.0,1.0,2.71875,0.0019031249999999999
2024-09-17,SEG-033,S&T,0.0005,0,0,14,Low,High,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-17,SEG-034,S&T,0.0005,0,0,42,Low,Low,1,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-09-17,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,1,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-09-17,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,1,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-09-17,SEG-037,Track,0.0007,0,0,21,Low,Low,1,1.0,1.5,1.0,1.0,2.025,0.0014175
2024-09-17,SEG-038,Track,0.0007,0,0,37,High,Medium,1,1.0,1.5,2.0,1.0,4.35,0.003045
2024-09-17,SEG-039,S&T,0.0005,0,0,39,Medium,High,1,1.0,1.0,1.0,1.0,1.8125,0.0009062499999999999
2024-09-17,SEG-040,S&T,0.0005,0,0,28,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-17,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,1,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-09-17,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,1,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-09-17,SEG-043,Track,0.0007,0,0,45,Medium,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-17,SEG-044,Track,0.0007,0,0,24,Medium,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-17,SEG-045,S&T,0.0005,0,0,12,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-17,SEG-046,S&T,0.0005,0,0,40,High,High,1,1.0,1.0,2.0,1.0,4.35,0.002175
2024-09-17,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-17,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,1,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-09-17,SEG-049,Track,0.0007,0,0,16,Low,Medium,1,1.0,1.5,1.0,1.0,1.8,0.0012599999999999998
2024-09-17,SEG-050,Track,0.0007,0,0,21,Low,Medium,1,1.0,1.5,1.0,1.0,1.5,0.00105
2024-09-18,SEG-001,Track,0.0007,0,0,48,Low,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-18,SEG-002,Track,0.0007,0,0,42,Low,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-18,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-18,SEG-004,S&T,0.0005,0,0,25,Medium,High,1,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-09-18,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-18,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-18,SEG-007,Track,0.0007,0,0,32,High,Medium,1,1.0,1.5,2.0,1.0,4.35,0.003045
2024-09-18,SEG-008,Track,0.0007,0,0,20,Low,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-18,SEG-009,S&T,0.0005,0,0,22,High,Medium,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-18,SEG-010,S&T,0.0005,0,0,30,Medium,High,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-18,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-18,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,1,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-09-18,SEG-013,Track,0.0007,0,0,28,Medium,High,1,1.0,1.5,1.0,1.0,1.875,0.0013124999999999999
2024-09-18,SEG-014,Track,0.0007,0,0,21,Medium,High,1,1.0,1.5,1.0,1.0,1.875,0.0013124999999999999
2024-09-18,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-18,SEG-016,S&T,0.0005,0,0,31,Low,Medium,1,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-09-18,SEG-017,Traction/OHE,0.00055,0,0,15,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-18,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,1,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-09-18,SEG-019,Track,0.0007,0,0,15,Medium,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-18,SEG-020,Track,0.0007,0,0,35,Medium,Medium,1,1.0,1.5,1.0,1.0,2.175,0.0015225
2024-09-18,SEG-021,S&T,0.0005,0,0,19,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-18,SEG-022,S&T,0.0005,0,0,20,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-18,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-18,SEG-024,Traction/OHE,0.00055,0,0,27,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-18,SEG-025,Track,0.0007,0,0,12,Medium,Low,1,1.0,1.5,1.0,1.0,1.6875,0.00118125
2024-09-18,SEG-026,Track,0.0007,0,0,18,Low,Medium,1,1.0,1.5,1.0,1.0,1.8,0.0012599999999999998
2024-09-18,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-18,SEG-028,S&T,0.0005,0,0,36,Medium,Low,1,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-09-18,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-18,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.00055
2024-09-18,SEG-031,Track,0.0007,0,0,44,Medium,Medium,1,1.0,1.5,1.0,1.0,2.175,0.0015225
2024-09-18,SEG-032,Track,0.0007,0,0,35,Low,High,1,1.0,1.5,1.0,1.0,2.71875,0.0019031249999999999
2024-09-18,SEG-033,S&T,0.0005,0,0,14,Low,High,1,1.0,1.0,1.0,1.0,1.25,0.000625
2024-09-18,SEG-034,S&T,0.0005,0,0,42,Low,Low,1,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-09-18,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,1,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-09-18,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,1,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-09-18,SEG-037,Track,0.0007,0,0,21,Low,Low,1,1.0,1.5,1.0,1.0,2.025,0.0014175
2024-09-18,SEG-038,Track,0.0007,0,0,37,High,Medium,1,1.0,1.5,2.0,1.0,4.35,0.003045
2024-09-18,SEG-039,S&T,0.0005,0,0,39,Medium,High,1,1.0,1.0,1.0,1.0,1.8125,0.0009062499999999999
2024-09-18,SEG-040,S&T,0.0005,0,0,28,High,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-18,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,1,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-09-18,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,1,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-09-18,SEG-043,Track,0.0007,0,0,45,Medium,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-18,SEG-044,Track,0.0007,0,0,24,Medium,Low,1,1.0,1.5,1.0,1.0,1.35,0.000945
2024-09-18,SEG-045,S&T,0.0005,0,0,12,Low,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-18,SEG-046,S&T,0.0005,0,0,40,High,High,1,1.0,1.0,2.0,1.0,4.35,0.002175
2024-09-18,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,1,1.0,1.0,1.0,1.0,0.9,0.000495
2024-09-18,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,1,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-09-18,SEG-049,Track,0.0007,0,0,16,Low,Medium,1,1.0,1.5,1.0,1.0,1.8,0.0012599999999999998
2024-09-18,SEG-050,Track,0.0007,0,0,21,Low,Medium,1,1.0,1.5,1.0,1.0,1.5,0.00105
2024-09-19,SEG-001,Track,0.0007,0,0,48,Low,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-19,SEG-002,Track,0.0007,0,0,42,Low,Low,1,1.0,1.5,1.0,1.0,1.9575,0.00137025
2024-09-19,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,1,1.0,1.0,1.0,1.0,1.0,0.0005
2024-09-19,SEG-004,S&T,0.0005,0,0,25,Medium,High,1,1.0,1.0,1.0,1.0,1.5625,0.00078125
