task_id,segment_id,division,department,type,planned_duration_hrs,actual_duration_hrs,planned_date,completion_date,overdue_flag,overdue_days,overrun_flag
TASK-00477,SEG-040,Delhi,S&T,Signal Inspection,7.23,5.96,2025-08-09,2025-08-09,0,0,0
TASK-00478,SEG-040,Delhi,S&T,Relay Maintenance,5.21,5.06,2025-05-29,2025-05-29,0,0,0
TASK-00479,SEG-040,Delhi,S&T,Relay Maintenance,7.67,8.32,2024-05-03,2024-05-03,0,0,0
TASK-00480,SEG-040,Delhi,S&T,Relay Maintenance,2.32,2.54,2024-07-16,2024-07-16,0,0,0
TASK-00481,SEG-040,Delhi,S&T,Point Machine Service,3.18,3.42,2025-09-01,2025-09-14,1,13,0
TASK-00482,SEG-041,Agra,Electrical,Mast Inspection,7.07,7.6,2024-11-29,2024-12-22,1,23,0
TASK-00483,SEG-041,Agra,Electrical,OHE Inspection,4.19,6.14,2024-04-25,2024-04-25,0,0,1
TASK-00484,SEG-041,Agra,Electrical,Isolator Service,5.16,6.86,2024-04-18,2024-04-18,0,0,1
TASK-00485,SEG-041,Agra,Electrical,Contact Wire Maintenance,3.22,3.13,2025-02-24,2025-02-24,0,0,0
TASK-00486,SEG-041,Agra,Electrical,Mast Inspection,4.12,4.14,2024-10-09,2024-10-09,0,0,0
TASK-00487,SEG-041,Agra,Electrical,Isolator Service,5.99,8.47,2024-12-05,2024-12-05,0,0,1
TASK-00488,SEG-041,Agra,Electrical,OHE Inspection,3.7,3.31,2024-01-21,2024-01-21,0,0,0
TASK-00489,SEG-041,Agra,Electrical,Isolator Service,2.37,2.21,2024-08-21,2024-08-21,0,0,0
TASK-00490,SEG-041,Agra,Electrical,Mast Inspection,5.43,7.6,2025-03-02,2025-03-02,0,0,1
TASK-00491,SEG-041,Agra,Electrical,Contact Wire Maintenance,6.44,6.74,2025-05-11,2025-05-11,0,0,0
TASK-00492,SEG-041,Agra,Electrical,OHE Inspection,3.52,2.96,2024-03-08,2024-03-08,0,0,0
TASK-00493,SEG-041,Agra,Electrical,Mast Inspection,2.75,2.89,2024-06-26,2024-06-26,0,0,0
TASK-00494,SEG-041,Agra,Electrical,Mast Inspection,7.47,6.59,2024-02-21,2024-02-21,0,0,0
TASK-00495,SEG-041,Agra,Electrical,Mast Inspection,7.5,6.54,2025-10-12,2025-10-12,0,0,0
TASK-00496,SEG-042,Delhi,Electrical,OHE Inspection,5.31,4.51,2025-04-30,2025-04-30,0,0,0
TASK-00497,SEG-042,Delhi,Electrical,Contact Wire Maintenance,1.68,2.66,2024-10-18,2024-10-18,0,0,1
TASK-00498,SEG-042,Delhi,Electrical,OHE Inspection,5.71,5.03,2024-08-14,2024-08-14,0,0,0
TASK-00499,SEG-042,Delhi,Electrical,OHE Inspection,1.56,1.55,2025-11-29,2025-11-29,0,0,0
TASK-00500,SEG-042,Delhi,Electrical,Isolator Service,3.14,2.8,2024-08-17,2024-08-17,0,0,0
TASK-00501,SEG-042,Delhi,Electrical,Isolator Service,7.32,6.86,2025-03-09,2025-03-09,0,0,0
TASK-00502,SEG-042,Delhi,Electrical,Isolator Service,4.88,4.76,2025-11-24,2025-12-16,1,22,0
TASK-00503,SEG-042,Delhi,Electrical,OHE Inspection,5.71,5.08,2025-07-28,2025-07-28,0,0,0
TASK-00504,SEG-042,Delhi,Electrical,Isolator Service,7.92,8.38,2024-12-10,2024-12-10,0,0,0
TASK-00505,SEG-042,Delhi,Electrical,Mast Inspection,2.47,2.64,2024-07-11,2024-07-11,0,0,0
TASK-00506,SEG-042,Delhi,Electrical,Isolator Service,3.58,4.34,2025-11-07,2025-11-07,0,0,1
TASK-00507,SEG-043,Agra,Engineering,Rail Grinding,4.13,4.03,2025-03-04,2025-03-04,0,0,0
TASK-00508,SEG-043,Agra,Engineering,Track Inspection,6.22,5.97,2024-12-17,2024-12-17,0,0,0
TASK-00509,SEG-043,Agra,Engineering,Track Inspection,3.45,5.16,2025-06-03,2025-06-03,0,0,1
TASK-00510,SEG-043,Agra,Engineering,Rail Grinding,4.56,4.64,2024-04-09,2024-04-09,0,0,0
TASK-00511,SEG-043,Agra,Engineering,Track Inspection,7.35,6.37,2025-11-27,2025-11-27,0,0,0
TASK-00512,SEG-043,Agra,Engineering,Tamping,6.62,5.81,2025-03-06,2025-03-06,0,0,0
TASK-00513,SEG-043,Agra,Engineering,Drainage Cleaning,1.85,1.8,2025-04-26,2025-04-26,0,0,0
TASK-00514,SEG-043,Agra,Engineering,Tamping,4.75,4.34,2024-07-18,2024-07-18,0,0,0
TASK-00515,SEG-043,Agra,Engineering,Drainage Cleaning,2.39,2.21,2024-06-03,2024-06-03,0,0,0
TASK-00516,SEG-043,Agra,Engineering,Rail Grinding,3.56,3.68,2024-05-26,2024-05-26,0,0,0
TASK-00517,SEG-043,Agra,Engineering,Rail Grinding,5.62,7.44,2024-11-16,2024-11-16,0,0,1
TASK-00518,SEG-043,Agra,Engineering,Drainage Cleaning,6.47,6.66,2025-08-13,2025-09-02,1,20,0
TASK-00519,SEG-044,Delhi,Engineering,Track Inspection,4.29,3.44,2025-02-17,2025-02-17,0,0,0
TASK-00520,SEG-044,Delhi,Engineering,Rail Grinding,7.3,7.0,2024-01-15,2024-01-16,1,1,0
TASK-00521,SEG-044,Delhi,Engineering,Track Inspection,6.01,5.04,2024-08-19,2024-08-19,0,0,0
TASK-00522,SEG-044,Delhi,Engineering,Track Inspection,1.92,3.12,2024-06-20,2024-06-20,0,0,1
TASK-00523,SEG-044,Delhi,Engineering,Track Inspection,7.27,6.56,2025-03-20,2025-03-20,0,0,0
TASK-00524,SEG-044,Delhi,Engineering,Rail Grinding,2.57,2.68,2024-07-11,2024-07-19,1,8,0
TASK-00525,SEG-044,Delhi,Engineering,Tamping,6.27,5.33,2024-08-04,2024-08-04,0,0,0
TASK-00526,SEG-044,Delhi,Engineering,Tamping,7.2,6.92,2025-01-19,2025-01-21,1,2,0
TASK-00527,SEG-044,Delhi,Engineering,Tamping,6.93,8.68,2025-10-31,2025-10-31,0,0,1
TASK-00528,SEG-044,Delhi,Engineering,Tamping,3.14,2.71,2025-07-14,2025-07-14,0,0,0
TASK-00529,SEG-044,Delhi,Engineering,Rail Grinding,4.24,6.08,2024-11-04,2024-11-04,0,0,1
TASK-00530,SEG-044,Delhi,Engineering,Tamping,6.9,10.51,2025-03-04,2025-03-04,0,0,1
TASK-00531,SEG-044,Delhi,Engineering,Rail Grinding,4.74,4.9,2024-04-18,2024-04-18,0,0,0
TASK-00532,SEG-045,Agra,S&T,Point Machine Service,3.42,4.87,2025-02-23,2025-02-23,0,0,1
TASK-00533,SEG-045,Agra,S&T,Point Machine Service,3.02,3.74,2024-12-04,2024-12-04,0,0,1
TASK-00534,SEG-045,Agra,S&T,Cable Inspection,7.67,6.31,2024-06-01,2024-06-01,0,0,0
TASK-00535,SEG-045,Agra,S&T,Signal Inspection,3.0,2.67,2025-10-21,2025-10-21,0,0,0
TASK-00536,SEG-045,Agra,S&T,Point Machine Service,7.18,6.52,2024-06-27,2024-06-27,0,0,0
TASK-00537,SEG-045,Agra,S&T,Relay Maintenance,2.12,1.73,2024-04-28,2024-04-28,0,0,0
TASK-00538,SEG-045,Agra,S&T,Signal Inspection,3.82,3.77,2024-12-02,2024-12-02,0,0,0
TASK-00539,SEG-045,Agra,S&T,Cable Inspection,6.8,9.39,2025-01-16,2025-01-16,0,0,1
TASK-00540,SEG-045,Agra,S&T,Relay Maintenance,5.98,5.54,2025-01-29,2025-01-29,0,0,0
TASK-00541,SEG-045,Agra,S&T,Signal Inspection,2.36,2.58,2024-04-25,2024-04-25,0,0,0
TASK-00542,SEG-045,Agra,S&T,Point Machine Service,7.42,7.2,2025-03-02,2025-03-02,0,0,0
TASK-00543,SEG-045,Agra,S&T,Relay Maintenance,5.47,5.82,2025-01-02,2025-01-02,0,0,0
TASK-00544,SEG-046,Delhi,S&T,Cable Inspection,2.23,1.81,2025-05-14,2025-05-14,0,0,0
TASK-00545,SEG-046,Delhi,S&T,Relay Maintenance,6.08,6.26,2024-01-13,2024-01-13,0,0,0
TASK-00546,SEG-046,Delhi,S&T,Point Machine Service,7.18,7.23,2025-11-16,2025-11-16,0,0,0
TASK-00547,SEG-046,Delhi,S&T,Relay Maintenance,6.22,6.21,2025-11-08,2025-11-08,0,0,0
TASK-00548,SEG-046,Delhi,S&T,Point Machine Service,7.3,5.87,2025-07-25,2025-07-25,0,0,0
TASK-00549,SEG-046,Delhi,S&T,Cable Inspection,7.15,10.16,2025-05-22,2025-05-22,0,0,1
TASK-00550,SEG-046,Delhi,S&T,Signal Inspection,4.8,4.39,2024-02-21,2024-02-21,0,0,0
TASK-00551,SEG-046,Delhi,S&T,Cable Inspection,4.39,3.63,2025-04-15,2025-04-15,0,0,0
TASK-00552,SEG-046,Delhi,S&T,Signal Inspection,7.87,6.34,2024-05-01,2024-05-01,0,0,0
TASK-00553,SEG-046,Delhi,S&T,Cable Inspection,5.07,5.26,2025-07-24,2025-07-24,0,0,0
TASK-00554,SEG-046,Delhi,S&T,Signal Inspection,5.16,4.83,2025-06-04,2025-06-04,0,0,0
TASK-00555,SEG-046,Delhi,S&T,Cable Inspection,6.99,7.2,2024-08-16,2024-08-16,0,0,0
TASK-00556,SEG-046,Delhi,S&T,Cable Inspection,2.24,1.94,2025-04-08,2025-04-08,0,0,0
TASK-00557,SEG-047,Agra,Electrical,Mast Inspection,3.93,6.3,2025-06-18,2025-06-18,0,0,1
TASK-00558,SEG-047,Agra,Electrical,Contact Wire Maintenance,3.15,3.95,2024-04-19,2024-04-19,0,0,1
TASK-00559,SEG-047,Agra,Electrical,OHE Inspection,6.86,9.28,2025-04-13,2025-04-13,0,0,1
TASK-00560,SEG-047,Agra,Electrical,Contact Wire Maintenance,6.94,7.16,2025-10-10,2025-10-10,0,0,0
TASK-00561,SEG-047,Agra,Electrical,Mast Inspection,1.53,1.48,2025-05-25,2025-05-25,0,0,0
TASK-00562,SEG-047,Agra,Electrical,Contact Wire Maintenance,6.58,6.63,2025-06-04,2025-06-04,0,0,0
TASK-00563,SEG-047,Agra,Electrical,Mast Inspection,4.02,4.28,2024-04-16,2024-04-16,0,0,0
TASK-00564,SEG-047,Agra,Electrical,Isolator Service,7.87,8.1,2025-03-04,2025-03-04,0,0,0
TASK-00565,SEG-047,Agra,Electrical,Isolator Service,4.44,6.15,2024-10-28,2024-10-28,0,0,1
TASK-00566,SEG-047,Agra,Electrical,Contact Wire Maintenance,7.09,7.66,2025-07-14,2025-07-14,0,0,0
TASK-00567,SEG-047,Agra,Electrical,Contact Wire Maintenance,5.56,5.02,2024-08-02,2024-08-02,0,0,0
TASK-00568,SEG-047,Agra,Electrical,Mast Inspection,5.03,5.1,2025-05-30,2025-05-30,0,0,0
TASK-00569,SEG-047,Agra,Electrical,Isolator Service,5.21,4.82,2025-08-19,2025-08-19,0,0,0
TASK-00570,SEG-047,Agra,Electrical,OHE Inspection,6.75,5.45,2025-03-08,2025-03-08,0,0,0
TASK-00571,SEG-048,Delhi,Electrical,OHE Inspection,6.38,8.48,2024-09-30,2024-09-30,0,0,1
TASK-00572,SEG-048,Delhi,Electrical,Contact Wire Maintenance,2.83,2.57,2024-10-29,2024-10-29,0,0,0
TASK-00573,SEG-048,Delhi,Electrical,Isolator Service,5.15,5.33,2025-10-24,2025-10-24,0,0,0
TASK-00574,SEG-048,Delhi,Electrical,Isolator Service,1.81,1.67,2025-11-11,2025-11-11,0,0,0
TASK-00575,SEG-048,Delhi,Electrical,Mast Inspection,1.85,1.59,2025-07-19,2025-07-19,0,0,0
TASK-00576,SEG-048,Delhi,Electrical,Contact Wire Maintenance,7.42,7.38,2024-08-18,2024-08-18,0,0,0
TASK-00577,SEG-048,Delhi,Electrical,Contact Wire Maintenance,3.41,5.14,2024-07-17,2024-07-17,0,0,1
TASK-00578,SEG-048,Delhi,Electrical,Contact Wire Maintenance,2.28,3.02,2025-06-10,2025-06-10,0,0,1
TASK-00579,SEG-048,Delhi,Electrical,OHE Inspection,7.0,9.87,2025-08-21,2025-08-21,0,0,1
TASK-00580,SEG-048,Delhi,Electrical,Isolator Service,7.54,7.78,2024-06-06,2024-06-06,0,0,0
TASK-00581,SEG-048,Delhi,Electrical,Contact Wire Maintenance,6.63,5.45,2025-05-17,2025-05-17,0,0,0
TASK-00582,SEG-049,Agra,Engineering,Tamping,1.94,1.79,2025-06-17,2025-06-17,0,0,0
TASK-00583,SEG-049,Agra,Engineering,Rail Grinding,2.94,2.64,2024-12-23,2024-12-23,0,0,0
TASK-00584,SEG-049,Agra,Engineering,Tamping,4.95,5.18,2025-09-25,2025-09-25,0,0,0
TASK-00585,SEG-049,Agra,Engineering,Rail Grinding,5.85,6.27,2024-04-27,2024-04-27,0,0,0
TASK-00586,SEG-049,Agra,Engineering,Drainage Cleaning,5.94,6.38,2024-02-10,2024-02-10,0,0,0
TASK-00587,SEG-049,Agra,Engineering,Track Inspection,5.01,5.38,2024-09-19,2024-09-19,0,0,0
TASK-00588,SEG-049,Agra,Engineering,Rail Grinding,6.72,5.46,2025-06-10,2025-06-10,0,0,0
TASK-00589,SEG-049,Agra,Engineering,Tamping,4.84,4.12,2024-11-24,2024-11-24,0,0,0
TASK-00590,SEG-049,Agra,Engineering,Drainage Cleaning,1.93,1.99,2025-10-03,2025-10-03,0,0,0
TASK-00591,SEG-049,Agra,Engineering,Drainage Cleaning,2.84,3.02,2024-04-16,2024-04-16,0,0,0
TASK-00592,SEG-049,Agra,Engineering,Track Inspection,6.81,10.27,2025-10-24,2025-11-16,1,23,1
TASK-00593,SEG-050,Delhi,Engineering,Rail Grinding,1.98,2.6,2024-03-30,2024-04-26,1,27,1
TASK-00594,SEG-050,Delhi,Engineering,Drainage Cleaning,4.15,3.82,2024-09-21,2024-09-21,0,0,0
TASK-00595,SEG-050,Delhi,Engineering,Tamping,2.27,3.46,2025-11-20,2025-12-14,1,24,1
TASK-00596,SEG-050,Delhi,Engineering,Tamping,3.83,3.4,2024-03-15,2024-03-15,0,0,0
TASK-00597,SEG-050,Delhi,Engineering,Drainage Cleaning,6.47,5.94,2024-10-15,2024-10-15,0,0,0
TASK-00598,SEG-050,Delhi,Engineering,Track Inspection,4.97,6.84,2024-06-09,2024-06-09,0,0,1
TASK-00599,SEG-050,Delhi,Engineering,Track Inspection,2.44,2.62,2025-10-11,2025-10-11,0,0,0
TASK-00600,SEG-050,Delhi,Engineering,Drainage Cleaning,5.1,4.27,2024-01-12,2024-02-01,1,20,0
TASK-00601,SEG-050,Delhi,Engineering,Track Inspection,5.06,6.55,2025-07-04,2025-07-04,0,0,1
TASK-00602,SEG-050,Delhi,Engineering,Rail Grinding,4.18,3.99,2024-08-04,2024-08-04,0,0,0
